match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,meta_data,match_week,competition_stage,stadium,referee
3890282,2015-08-29,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 177, 'home_team_name': 'FSV Mainz 05', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 186, 'name': 'Martin Schmidt', 'nickname': None, 'dob': '1967-04-12', 'country': {'id': 221, 'name': 'Switzerland'}}]}","{'away_team_id': 178, 'away_team_name': 'Hannover 96', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 1003174, 'name': 'Michael Frontzeck', 'nickname': None, 'dob': '1964-03-26', 'country': {'id': 85, 'name': 'Germany'}}]}",3,0,available,unscheduled,2023-07-11T14:38:21.023641,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 1, 'name': 'Regular Season'}","{'id': 374, 'name': 'Mewa Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008767, 'name': 'Peter Sippel', 'country': {'id': 85, 'name': 'Germany'}}"
3890287,2015-09-12,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 169, 'home_team_name': 'Bayern Munich', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 172, 'away_team_name': 'Augsburg', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 672, 'name': 'Markus Weinzierl', 'nickname': None, 'dob': '1974-12-28', 'country': {'id': 85, 'name': 'Germany'}}]}",2,1,available,unscheduled,2023-07-11T17:54:45.402126,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",4,"{'id': 1, 'name': 'Regular Season'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008759, 'name': 'Knut Kircher', 'country': {'id': 85, 'name': 'Germany'}}"
3890269,2015-08-22,18:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 171, 'home_team_name': 'Hamburger SV', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 446, 'name': 'Bruno Labbadia', 'nickname': None, 'dob': '1966-02-08', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 174, 'away_team_name': 'VfB Stuttgart', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 287, 'name': 'Alexander Zorniger', 'nickname': None, 'dob': '1967-10-08', 'country': {'id': 85, 'name': 'Germany'}}]}",3,2,available,unscheduled,2023-07-24T09:20:01.043148,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 379, 'name': 'Volksparkstadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1943, 'name': 'Günter Perl', 'country': {'id': 85, 'name': 'Germany'}}"
3890268,2015-08-21,20:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 173, 'home_team_name': 'Hertha Berlin', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 51, 'name': 'Pál Dárdai', 'nickname': None, 'dob': '1976-03-16', 'country': {'id': 103, 'name': 'Hungary'}}]}","{'away_team_id': 176, 'away_team_name': 'Werder Bremen', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 3055, 'name': 'Viktor Skripnik', 'nickname': None, 'dob': '1969-11-19', 'country': {'id': 238, 'name': 'Ukraine'}}]}",1,1,available,unscheduled,2023-07-11T00:26:29.940696,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 367, 'name': 'Olympiastadion Berlin', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 228, 'name': 'Sascha Stegemann', 'country': {'id': 85, 'name': 'Germany'}}"
3890402,2015-12-13,16:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 172, 'home_team_name': 'Augsburg', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 672, 'name': 'Markus Weinzierl', 'nickname': None, 'dob': '1974-12-28', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 181, 'away_team_name': 'Schalke 04', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 58, 'name': 'André Breitenreiter', 'nickname': None, 'dob': '1973-10-02', 'country': {'id': 85, 'name': 'Germany'}}]}",2,1,available,unscheduled,2023-07-06T02:43:46.883450,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",16,"{'id': 1, 'name': 'Regular Season'}","{'id': 366, 'name': 'WWK Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008758, 'name': 'Florian Meyer', 'country': {'id': 85, 'name': 'Germany'}}"
3890564,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 172, 'home_team_name': 'Augsburg', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 672, 'name': 'Markus Weinzierl', 'nickname': None, 'dob': '1974-12-28', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 171, 'away_team_name': 'Hamburger SV', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 446, 'name': 'Bruno Labbadia', 'nickname': None, 'dob': '1966-02-08', 'country': {'id': 85, 'name': 'Germany'}}]}",1,3,available,unscheduled,2023-07-19T16:48:24.343207,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 366, 'name': 'WWK Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008758, 'name': 'Florian Meyer', 'country': {'id': 85, 'name': 'Germany'}}"
3890563,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 904, 'home_team_name': 'Bayer Leverkusen', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 3980, 'name': 'Roger Schmidt', 'nickname': None, 'dob': '1967-03-13', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 189, 'away_team_name': 'Ingolstadt', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 44, 'name': 'Ralph Hasenhüttl', 'nickname': None, 'dob': '1967-08-09', 'country': {'id': 15, 'name': 'Austria'}}]}",3,2,available,unscheduled,2023-08-05T09:38:01.494282,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 377, 'name': 'BayArena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 227, 'name': 'Guido Winkmann', 'country': {'id': 85, 'name': 'Germany'}}"
3890562,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 180, 'home_team_name': 'Borussia Dortmund', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 279, 'name': 'Thomas Tuchel', 'nickname': None, 'dob': '1973-08-29', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 186, 'away_team_name': 'FC Köln', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 43, 'name': 'Peter Stöger', 'nickname': None, 'dob': '1966-04-11', 'country': {'id': 15, 'name': 'Austria'}}]}",2,2,available,unscheduled,2023-07-17T19:12:33.939190,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1009035, 'name': 'Michael Weiner', 'country': {'id': 85, 'name': 'Germany'}}"
3890560,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 872, 'home_team_name': 'Darmstadt 98', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 377, 'name': 'Dirk Schuster', 'nickname': None, 'dob': '1967-12-29', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 185, 'away_team_name': 'Borussia Mönchengladbach', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 3650, 'name': 'André Schubert', 'nickname': None, 'dob': '1971-07-24', 'country': {'id': 85, 'name': 'Germany'}}]}",0,2,available,unscheduled,2023-08-03T13:13:24.613187,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 548, 'name': 'Merck-Stadion am Böllenfalltor', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008767, 'name': 'Peter Sippel', 'country': {'id': 85, 'name': 'Germany'}}"
3890559,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 169, 'home_team_name': 'Bayern Munich', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 178, 'away_team_name': 'Hannover 96', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 319, 'name': 'Daniel Stendel', 'nickname': None, 'dob': '1974-04-04', 'country': {'id': 85, 'name': 'Germany'}}]}",3,1,available,unscheduled,2023-07-24T07:54:13.324302,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1008759, 'name': 'Knut Kircher', 'country': {'id': 85, 'name': 'Germany'}}"
3890558,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 177, 'home_team_name': 'FSV Mainz 05', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 186, 'name': 'Martin Schmidt', 'nickname': None, 'dob': '1967-04-12', 'country': {'id': 221, 'name': 'Switzerland'}}]}","{'away_team_id': 173, 'away_team_name': 'Hertha Berlin', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 51, 'name': 'Pál Dárdai', 'nickname': None, 'dob': '1976-03-16', 'country': {'id': 103, 'name': 'Hungary'}}]}",0,0,available,unscheduled,2023-08-03T13:12:30.598570,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 374, 'name': 'Mewa Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 228, 'name': 'Sascha Stegemann', 'country': {'id': 85, 'name': 'Germany'}}"
3890557,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 176, 'home_team_name': 'Werder Bremen', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 3055, 'name': 'Viktor Skripnik', 'nickname': None, 'dob': '1969-11-19', 'country': {'id': 238, 'name': 'Ukraine'}}]}","{'away_team_id': 184, 'away_team_name': 'Eintracht Frankfurt', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 374, 'name': 'Niko Kovač', 'nickname': None, 'dob': '1971-10-15', 'country': {'id': 56, 'name': 'Croatia'}}]}",1,0,available,unscheduled,2023-08-03T13:11:45.687326,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 4729, 'name': 'Wohninvest Weserstadion ', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 231, 'name': 'Deniz Aytekin', 'country': {'id': 85, 'name': 'Germany'}}"
3890556,2016-05-14,15:30:00.000,"{'competition_id': 9, 'country_name': 'Germany', 'competition_name': '1. Bundesliga'}","{'season_id': 27, 'season_name': '2015/2016'}","{'home_team_id': 179, 'home_team_name': 'Wolfsburg', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 411, 'name': 'Dieter Hecking', 'nickname': None, 'dob': '1964-09-12', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 174, 'away_team_name': 'VfB Stuttgart', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 1003277, 'name': 'Jürgen Kramny', 'nickname': None, 'dob': '1971-10-18', 'country': {'id': 85, 'name': 'Germany'}}]}",3,1,available,unscheduled,2023-07-24T07:42:40.498407,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 4849, 'name': 'Volkswagen Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 230, 'name': 'Manuel Gräfe', 'country': {'id': 85, 'name': 'Germany'}}"
