team_id,team_name,gender,group,country,manager
41,Sunderland,male,,"{'id': 68, 'name': 'England'}","[{'id': 453, 'name': 'Dick Advocaat', 'nickname': None, 'dob': '1947-09-27', 'country': {'id': 160, 'name': 'Netherlands'}}]"
41,Sunderland,male,,"{'id': 68, 'name': 'England'}","[{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]"
46,Wolverhampton Wanderers,male,,"{'id': 68, 'name': 'England'}","[{'id': 3602, 'name': 'Dave Jones', 'nickname': None, 'dob': '1956-08-17', 'country': {'id': 68, 'name': 'England'}}]"
47,Middlesbrough,male,,"{'id': 68, 'name': 'England'}","[{'id': 40, 'name': 'Steve McClaren', 'nickname': None, 'dob': '1961-05-03', 'country': {'id': 68, 'name': 'England'}}]"
54,Birmingham City,male,,"{'id': 68, 'name': 'England'}","[{'id': 37, 'name': 'Steve Bruce', 'nickname': None, 'dob': '1960-12-31', 'country': {'id': 68, 'name': 'England'}}]"
55,Fulham,male,,"{'id': 68, 'name': 'England'}","[{'id': 403, 'name': 'Chris Coleman', 'nickname': 'Óscar Pareja', 'dob': '1970-06-10', 'country': {'id': 249, 'name': 'Wales'}}]"
56,Norwich City,male,,"{'id': 68, 'name': 'England'}","[{'id': 41, 'name': 'Alex Neil', 'nickname': None, 'dob': '1981-06-09', 'country': {'id': 201, 'name': 'Scotland'}}]"
59,Aston Villa,male,,"{'id': 68, 'name': 'England'}","[{'id': 330, 'name': 'Kevin MacDonald', 'nickname': None, 'dob': '1960-11-22', 'country': {'id': 201, 'name': 'Scotland'}}]"
59,Aston Villa,male,,"{'id': 68, 'name': 'England'}","[{'id': 6094, 'name': ""David O''Leary"", 'nickname': None, 'dob': '1958-05-02', 'country': {'id': 109, 'name': 'Ireland'}}]"
59,Aston Villa,male,,"{'id': 68, 'name': 'England'}","[{'id': 5003, 'name': 'Tim Sherwood', 'nickname': None, 'dob': '1969-02-06', 'country': {'id': 68, 'name': 'England'}}]"
59,Aston Villa,male,,"{'id': 68, 'name': 'England'}","[{'id': 5020, 'name': 'Eric Black', 'nickname': None, 'dob': '1963-10-01', 'country': {'id': 201, 'name': 'Scotland'}}]"
59,Aston Villa,male,,"{'id': 68, 'name': 'England'}","[{'id': 92, 'name': 'Rémi Garde', 'nickname': None, 'dob': '1966-04-03', 'country': {'id': 78, 'name': 'France'}}]"
75,Charlton Athletic,male,,"{'id': 68, 'name': 'England'}","[{'id': 3407, 'name': 'Alan Curbishley', 'nickname': None, 'dob': '1957-11-08', 'country': {'id': 68, 'name': 'England'}}]"
98,Blackburn Rovers,male,,"{'id': 68, 'name': 'England'}","[{'id': 3548, 'name': 'Graeme Souness', 'nickname': None, 'dob': '1953-05-06', 'country': {'id': 201, 'name': 'Scotland'}}]"
101,Leeds United,male,,"{'id': 68, 'name': 'England'}","[{'id': 3643, 'name': 'Peter Reid', 'nickname': None, 'dob': '1956-06-20', 'country': {'id': 68, 'name': 'England'}}]"
101,Leeds United,male,,"{'id': 68, 'name': 'England'}","[{'id': 3029, 'name': 'Eddie Gray', 'nickname': None, 'dob': '1948-01-17', 'country': {'id': 201, 'name': 'Scotland'}}]"
105,Portsmouth,male,,"{'id': 68, 'name': 'England'}","[{'id': 749, 'name': 'Harry Redknapp', 'nickname': None, 'dob': '1947-03-02', 'country': {'id': 68, 'name': 'England'}}]"
129,AS Monaco,male,,"{'id': 150, 'name': 'Monaco'}","[{'id': 427, 'name': 'José Leonardo Nunes Alves Sousa Jardim', 'nickname': 'Leonardo Jardim', 'dob': '1974-08-01', 'country': {'id': 183, 'name': 'Portugal'}}]"
129,AS Monaco,male,,"{'id': 150, 'name': 'Monaco'}",
130,Toulouse,male,,"{'id': 78, 'name': 'France'}","[{'id': 1001261, 'name': 'Dominique Arribagé', 'nickname': None, 'dob': '1971-05-11', 'country': {'id': 78, 'name': 'France'}}]"
130,Toulouse,male,,"{'id': 78, 'name': 'France'}",
130,Toulouse,male,,"{'id': 78, 'name': 'France'}","[{'id': 433, 'name': 'Pascal Dupraz', 'nickname': None, 'dob': '1962-09-19', 'country': {'id': 78, 'name': 'France'}}]"
131,Paris Saint-Germain,male,,"{'id': 78, 'name': 'France'}","[{'id': 3802, 'name': 'Laurent Blanc', 'nickname': None, 'dob': '1965-11-19', 'country': {'id': 78, 'name': 'France'}}]"
131,Paris Saint-Germain,male,,"{'id': 78, 'name': 'France'}",
133,Troyes,male,,"{'id': 78, 'name': 'France'}","[{'id': 4946, 'name': 'Claude Robin', 'nickname': None, 'dob': '1960-12-10', 'country': {'id': 78, 'name': 'France'}}]"
133,Troyes,male,,"{'id': 78, 'name': 'France'}",
133,Troyes,male,,"{'id': 78, 'name': 'France'}","[{'id': 213, 'name': 'Jean-Marc Furlan', 'nickname': None, 'dob': '1957-11-20', 'country': {'id': 78, 'name': 'France'}}]"
133,Troyes,male,,"{'id': 78, 'name': 'France'}","[{'id': 1003442, 'name': 'Mohamed Bradja', 'nickname': None, 'dob': '1969-11-16', 'country': {'id': 4, 'name': 'Algeria'}}]"
134,Rennes,male,,"{'id': 78, 'name': 'France'}",
134,Rennes,male,,"{'id': 78, 'name': 'France'}","[{'id': 224, 'name': 'Philippe Jacques William Montanier', 'nickname': None, 'dob': '1964-11-15', 'country': {'id': 78, 'name': 'France'}}]"
134,Rennes,male,,"{'id': 78, 'name': 'France'}","[{'id': 1001260, 'name': 'Rolland Courbis', 'nickname': None, 'dob': '1953-08-12', 'country': {'id': 78, 'name': 'France'}}]"
135,Saint-Étienne,male,,"{'id': 78, 'name': 'France'}",
135,Saint-Étienne,male,,"{'id': 78, 'name': 'France'}","[{'id': 281, 'name': 'Christophe Galtier', 'nickname': None, 'dob': '1966-08-23', 'country': {'id': 78, 'name': 'France'}}]"
136,OGC Nice,male,,"{'id': 78, 'name': 'France'}",
136,OGC Nice,male,,"{'id': 78, 'name': 'France'}","[{'id': 381, 'name': 'Claude Puel', 'nickname': None, 'dob': '1961-09-02', 'country': {'id': 78, 'name': 'France'}}]"
137,Lyon,male,,"{'id': 78, 'name': 'France'}","[{'id': 283, 'name': 'Bruno Génésio', 'nickname': None, 'dob': '1966-09-01', 'country': {'id': 78, 'name': 'France'}}]"
137,Lyon,male,,"{'id': 78, 'name': 'France'}","[{'id': 3796, 'name': 'Hubert Fournier', 'nickname': None, 'dob': '1967-09-03', 'country': {'id': 78, 'name': 'France'}}]"
137,Lyon,male,,"{'id': 78, 'name': 'France'}",
139,Montpellier,male,,"{'id': 78, 'name': 'France'}","[{'id': 4768, 'name': 'Pascal Baills', 'nickname': None, 'dob': '1964-12-30', 'country': {'id': 78, 'name': 'France'}}]"
139,Montpellier,male,,"{'id': 78, 'name': 'France'}",
139,Montpellier,male,,"{'id': 78, 'name': 'France'}","[{'id': 119, 'name': 'Frédéric Hantz', 'nickname': None, 'dob': '1966-05-30', 'country': {'id': 78, 'name': 'France'}}]"
139,Montpellier,male,,"{'id': 78, 'name': 'France'}","[{'id': 1001260, 'name': 'Rolland Courbis', 'nickname': None, 'dob': '1953-08-12', 'country': {'id': 78, 'name': 'France'}}]"
140,Caen,male,,"{'id': 78, 'name': 'France'}",
140,Caen,male,,"{'id': 78, 'name': 'France'}","[{'id': 439, 'name': 'Patrice Garande', 'nickname': None, 'dob': '1960-11-27', 'country': {'id': 78, 'name': 'France'}}]"
142,Guingamp,male,,"{'id': 78, 'name': 'France'}",
142,Guingamp,male,,"{'id': 78, 'name': 'France'}","[{'id': 434, 'name': 'Jocelyn Gourvennec', 'nickname': None, 'dob': '1972-03-22', 'country': {'id': 78, 'name': 'France'}}]"
143,Lille,male,,"{'id': 78, 'name': 'France'}","[{'id': 24, 'name': 'Frédéric Antonetti', 'nickname': None, 'dob': '1961-08-19', 'country': {'id': 78, 'name': 'France'}}]"
143,Lille,male,,"{'id': 78, 'name': 'France'}",
143,Lille,male,,"{'id': 78, 'name': 'France'}","[{'id': 642, 'name': 'Hervé Renard', 'nickname': None, 'dob': '1968-09-30', 'country': {'id': 78, 'name': 'France'}}]"
143,Lille,male,,"{'id': 78, 'name': 'France'}","[{'id': 4105, 'name': 'Patrick Collot', 'nickname': None, 'dob': '1967-06-22', 'country': {'id': 78, 'name': 'France'}}]"
144,Nantes,male,,"{'id': 78, 'name': 'France'}","[{'id': 438, 'name': 'Michel Der Zakarian', 'nickname': None, 'dob': '1963-02-18', 'country': {'id': 12, 'name': 'Armenia'}}]"
144,Nantes,male,,"{'id': 78, 'name': 'France'}",
145,Angers,male,,"{'id': 78, 'name': 'France'}","[{'id': 301, 'name': 'Stéphane Moulin', 'nickname': None, 'dob': '1967-08-04', 'country': {'id': 78, 'name': 'France'}}]"
145,Angers,male,,"{'id': 78, 'name': 'France'}",
146,Bordeaux,male,,"{'id': 78, 'name': 'France'}","[{'id': 752, 'name': 'Willy Sagnol', 'nickname': None, 'dob': '1977-03-18', 'country': {'id': 78, 'name': 'France'}}]"
146,Bordeaux,male,,"{'id': 78, 'name': 'France'}",
146,Bordeaux,male,,"{'id': 78, 'name': 'France'}","[{'id': 1003453, 'name': 'Ulrich Ramé', 'nickname': None, 'dob': '1972-09-19', 'country': {'id': 78, 'name': 'France'}}]"
147,Marseille,male,,"{'id': 78, 'name': 'France'}","[{'id': 3004, 'name': 'Franck Passi', 'nickname': None, 'dob': '1966-03-28', 'country': {'id': 78, 'name': 'France'}}]"
147,Marseille,male,,"{'id': 78, 'name': 'France'}",
147,Marseille,male,,"{'id': 78, 'name': 'France'}","[{'id': 505, 'name': 'José Miguel González Martín del Campo', 'nickname': 'Míchel', 'dob': '1963-03-23', 'country': {'id': 214, 'name': 'Spain'}}]"
147,Marseille,male,,"{'id': 78, 'name': 'France'}","[{'id': 269, 'name': 'Marcelo Alberto Bielsa Caldera', 'nickname': 'Marcelo Bielsa', 'dob': '1955-07-21', 'country': {'id': 11, 'name': 'Argentina'}}]"
156,Stade de Reims,male,,"{'id': 78, 'name': 'France'}",
156,Stade de Reims,male,,"{'id': 78, 'name': 'France'}","[{'id': 2936, 'name': 'Olivier Guégan', 'nickname': None, 'dob': '1972-08-20', 'country': {'id': 78, 'name': 'France'}}]"
156,Stade de Reims,male,,"{'id': 78, 'name': 'France'}","[{'id': 201, 'name': 'David Guion', 'nickname': None, 'dob': '1967-09-30', 'country': {'id': 78, 'name': 'France'}}]"
160,Gazélec Ajaccio,male,,"{'id': 78, 'name': 'France'}","[{'id': 121, 'name': 'Thierry Laurey', 'nickname': None, 'dob': '1964-02-17', 'country': {'id': 78, 'name': 'France'}}]"
160,Gazélec Ajaccio,male,,"{'id': 78, 'name': 'France'}",
165,Lorient,male,,"{'id': 78, 'name': 'France'}","[{'id': 2983, 'name': 'Sylvain Ripoll', 'nickname': None, 'dob': '1971-08-15', 'country': {'id': 78, 'name': 'France'}}]"
165,Lorient,male,,"{'id': 78, 'name': 'France'}",
169,Bayern Munich,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 444, 'name': 'Josef Heynckes', 'nickname': None, 'dob': '1945-05-09', 'country': {'id': 85, 'name': 'Germany'}}]"
169,Bayern Munich,male,,"{'id': 85, 'name': 'Germany'}",
169,Bayern Munich,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 788, 'name': 'Louis van Gaal', 'nickname': None, 'dob': '1951-08-08', 'country': {'id': 160, 'name': 'Netherlands'}}]"
169,Bayern Munich,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]"
171,Hamburger SV,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 446, 'name': 'Bruno Labbadia', 'nickname': None, 'dob': '1966-02-08', 'country': {'id': 85, 'name': 'Germany'}}]"
172,Augsburg,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 672, 'name': 'Markus Weinzierl', 'nickname': None, 'dob': '1974-12-28', 'country': {'id': 85, 'name': 'Germany'}}]"
173,Hertha Berlin,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 51, 'name': 'Pál Dárdai', 'nickname': None, 'dob': '1976-03-16', 'country': {'id': 103, 'name': 'Hungary'}}]"
174,VfB Stuttgart,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 1003277, 'name': 'Jürgen Kramny', 'nickname': None, 'dob': '1971-10-18', 'country': {'id': 85, 'name': 'Germany'}}]"
174,VfB Stuttgart,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 287, 'name': 'Alexander Zorniger', 'nickname': None, 'dob': '1967-10-08', 'country': {'id': 85, 'name': 'Germany'}}]"
174,VfB Stuttgart,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 1003286, 'name': 'Arie Haan', 'nickname': None, 'dob': '1948-11-16', 'country': {'id': 85, 'name': 'Germany'}}]"
175,Hoffenheim,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 59, 'name': 'Markus Gisdol', 'nickname': None, 'dob': '1969-08-17', 'country': {'id': 85, 'name': 'Germany'}}]"
175,Hoffenheim,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 1797, 'name': 'Huub Stevens', 'nickname': None, 'dob': '1953-11-29', 'country': {'id': 160, 'name': 'Netherlands'}}]"
175,Hoffenheim,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 445, 'name': 'Julian Nagelsmann', 'nickname': None, 'dob': '1987-07-23', 'country': {'id': 85, 'name': 'Germany'}}]"
176,Werder Bremen,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 3055, 'name': 'Viktor Skripnik', 'nickname': None, 'dob': '1969-11-19', 'country': {'id': 238, 'name': 'Ukraine'}}]"
177,FSV Mainz 05,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 186, 'name': 'Martin Schmidt', 'nickname': None, 'dob': '1967-04-12', 'country': {'id': 221, 'name': 'Switzerland'}}]"
178,Hannover 96,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 1003174, 'name': 'Michael Frontzeck', 'nickname': None, 'dob': '1964-03-26', 'country': {'id': 85, 'name': 'Germany'}}]"
178,Hannover 96,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 6065, 'name': 'Thomas Schaaf', 'nickname': None, 'dob': '1961-04-30', 'country': {'id': 85, 'name': 'Germany'}}]"
178,Hannover 96,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 319, 'name': 'Daniel Stendel', 'nickname': None, 'dob': '1974-04-04', 'country': {'id': 85, 'name': 'Germany'}}]"
179,Wolfsburg,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 411, 'name': 'Dieter Hecking', 'nickname': None, 'dob': '1964-09-12', 'country': {'id': 85, 'name': 'Germany'}}]"
180,Borussia Dortmund,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 94, 'name': 'Jürgen Klopp', 'nickname': None, 'dob': '1967-06-16', 'country': {'id': 85, 'name': 'Germany'}}]"
180,Borussia Dortmund,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 279, 'name': 'Thomas Tuchel', 'nickname': None, 'dob': '1973-08-29', 'country': {'id': 85, 'name': 'Germany'}}]"
181,Schalke 04,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 58, 'name': 'André Breitenreiter', 'nickname': None, 'dob': '1973-10-02', 'country': {'id': 85, 'name': 'Germany'}}]"
184,Eintracht Frankfurt,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 1003175, 'name': 'Armin Veh', 'nickname': None, 'dob': '1961-02-01', 'country': {'id': 85, 'name': 'Germany'}}]"
184,Eintracht Frankfurt,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 374, 'name': 'Niko Kovač', 'nickname': None, 'dob': '1971-10-15', 'country': {'id': 56, 'name': 'Croatia'}}]"
185,Borussia Mönchengladbach,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 3650, 'name': 'André Schubert', 'nickname': None, 'dob': '1971-07-24', 'country': {'id': 85, 'name': 'Germany'}}]"
185,Borussia Mönchengladbach,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 428, 'name': 'Lucien Favre', 'nickname': None, 'dob': '1957-11-02', 'country': {'id': 221, 'name': 'Switzerland'}}]"
186,FC Köln,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 43, 'name': 'Peter Stöger', 'nickname': None, 'dob': '1966-04-11', 'country': {'id': 15, 'name': 'Austria'}}]"
189,Ingolstadt,male,,"{'id': 85, 'name': 'Germany'}","[{'id': 44, 'name': 'Ralph Hasenhüttl', 'nickname': None, 'dob': '1967-08-09', 'country': {'id': 15, 'name': 'Austria'}}]"
205,Leganés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 3196, 'name': 'Javier Aguirre Onaindía', 'nickname': 'Javier Aguirre', 'dob': '1958-12-01', 'country': {'id': 147, 'name': 'Mexico'}}]"
205,Leganés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 681, 'name': 'Mauricio Pellegrino', 'nickname': None, 'dob': '1971-10-05', 'country': {'id': 11, 'name': 'Argentina'}}]"
205,Leganés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 84, 'name': 'Asier Garitano Aguirrezábal', 'nickname': 'Asier Garitano', 'dob': '1969-12-06', 'country': {'id': 214, 'name': 'Spain'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 234, 'name': 'Pablo Javier Machín Díez', 'nickname': 'Pablo Machín', 'dob': '1975-04-07', 'country': {'id': 214, 'name': 'Spain'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 84, 'name': 'Asier Garitano Aguirrezábal', 'nickname': 'Asier Garitano', 'dob': '1969-12-06', 'country': {'id': 214, 'name': 'Spain'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 187, 'name': 'Abelardo Fernández Antuña', 'nickname': 'Abelardo', 'dob': '1970-04-19', 'country': {'id': 214, 'name': 'Spain'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 2, 'name': 'Juan Ramón López Muñiz', 'nickname': 'Juan Muñiz', 'dob': '1968-11-02', 'country': {'id': 214, 'name': 'Spain'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 511, 'name': 'Luis Francisco Zubeldía', 'nickname': 'Luis Zubeldía', 'dob': '1981-01-13', 'country': {'id': 11, 'name': 'Argentina'}}]"
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}",
206,Deportivo Alavés,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 681, 'name': 'Mauricio Pellegrino', 'nickname': None, 'dob': '1971-10-05', 'country': {'id': 11, 'name': 'Argentina'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}",
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 396, 'name': 'Nuno Herlander Simões Espírito Santo', 'nickname': 'Nuno Espírito Santo', 'dob': '1974-01-25', 'country': {'id': 183, 'name': 'Portugal'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 618, 'name': 'Francisco Martín Ayestarán Barandiarán', 'nickname': 'Pako Ayestarán', 'dob': '1963-02-05', 'country': {'id': 214, 'name': 'Spain'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 2449, 'name': 'Gary Neville', 'nickname': None, 'dob': '1975-02-18', 'country': {'id': 68, 'name': 'England'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 236, 'name': 'Enrique Sánchez Flores', 'nickname': 'Quique Sánchez Flores', 'dob': '1965-02-05', 'country': {'id': 214, 'name': 'Spain'}}]"
207,Valencia,male,,"{'id': 214, 'name': 'Spain'}","[{'id': 211, 'name': 'Marcelino García Toral', 'nickname': 'Marcelino', 'dob': '1965-08-14', 'country': {'id': 214, 'name': 'Spain'}}]"
